CLIENTNUM,Attrition_Flag,Customer_Age,Dependent_count,Education_Level,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Gender_F,Gender_M,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Single
772243833,1,54.0,0,2.0,0.0,0.0,43,4,1,3,3186.0,968,2218.0,0.696,4077,75,0.63,0.304,1,0,0,0,1
778627983,1,,3,1.0,0.0,0.0,20,3,1,3,1829.0,1140,689.0,0.325,1610,49,0.4,0.623,1,0,0,1,0
715500558,1,45.0,3,1.0,0.0,0.0,36,3,1,4,1637.0,774,863.0,1.126,4120,78,1.0,0.473,1,0,0,1,0
754886958,1,48.0,3,1.0,1.0,0.0,41,4,1,3,9336.0,1672,7664.0,0.696,1391,39,0.625,0.179,1,0,1,0,0
789607983,1,38.0,3,0.0,1.0,0.0,32,6,6,2,8603.0,1046,7557.0,0.826,1758,40,0.739,0.122,0,1,0,1,0
709830783,1,47.0,5,0.0,3.0,1.0,36,5,2,2,34516.0,1686,32830.0,0.937,4039,72,0.756,0.049,0,1,0,0,1
718244958,1,,2,1.0,0.0,0.0,26,5,2,2,8621.0,1251,7370.0,0.696,1989,37,0.48,0.145,1,0,0,1,0
714125883,1,47.0,2,0.0,2.0,0.0,36,6,2,1,2514.0,1845,669.0,0.683,3696,71,0.614,0.734,0,1,0,1,0
826069983,1,46.0,4,1.0,0.0,0.0,42,4,0,3,13376.0,1633,11743.0,0.98,4515,63,1.172,0.122,1,0,0,0,1
789917208,1,40.0,4,0.0,0.0,0.0,31,2,3,3,1968.0,1781,187.0,0.972,5087,69,0.725,0.905,1,0,0,1,0
779037408,1,38.0,1,0.0,1.0,0.0,19,2,3,3,3581.0,694,2887.0,0.673,14637,109,0.787,0.194,0,1,0,0,1
772216833,1,47.0,5,1.0,0.0,0.0,36,1,2,1,2761.0,1950,811.0,0.582,4510,88,0.66,0.706,1,0,0,0,1
717489033,0,27.0,0,0.0,0.0,0.0,18,6,1,4,1438.3,0,1438.3,0.781,2641,40,0.6,0.0,1,0,0,0,1
717406983,0,30.0,2,1.0,1.0,0.0,36,4,3,3,5281.0,0,5281.0,0.535,8395,62,0.722,0.0,0,1,1,0,0
813752433,0,43.0,3,1.0,0.0,0.0,38,5,2,4,4075.0,1986,2089.0,1.214,2449,27,0.038,0.487,1,0,0,0,1
718137183,1,58.0,1,1.0,0.0,0.0,38,4,2,3,3331.0,2251,1080.0,1.044,5379,92,0.643,0.676,1,0,0,1,0
718698558,1,43.0,3,1.0,2.0,0.0,34,2,2,2,5390.0,1324,4066.0,0.611,7739,106,0.472,0.246,0,1,0,0,1
711287733,1,45.0,4,0.0,1.0,0.0,36,3,2,1,4721.0,1289,3432.0,0.656,3856,74,0.762,0.273,0,1,0,1,0
720848733,1,38.0,1,0.0,2.0,0.0,24,4,3,2,13363.0,1230,12133.0,0.688,1815,33,0.435,0.092,0,1,0,1,0
719630358,0,50.0,4,0.0,0.0,0.0,36,1,3,2,3546.0,0,3546.0,0.791,2616,47,0.469,0.0,1,0,0,1,0
716575758,0,50.0,2,1.0,0.0,0.0,39,2,3,2,1438.3,0,1438.3,0.588,1859,41,0.464,0.0,1,0,0,0,1
720831783,1,50.0,0,0.0,0.0,0.0,36,3,2,1,2242.0,888,1354.0,0.661,4708,81,0.558,0.396,1,0,1,0,0
713773458,1,52.0,2,0.0,1.0,0.0,45,5,3,2,7567.0,1173,6394.0,0.541,1435,32,0.6,0.155,0,1,0,0,1
788874333,1,,3,2.0,3.0,0.0,40,3,1,4,15631.0,1305,14326.0,0.668,4313,67,0.914,0.083,0,1,1,0,0
780384483,0,49.0,4,0.0,2.0,0.0,39,2,2,2,2886.0,925,1961.0,0.946,5481,58,0.758,0.321,0,1,1,0,0
720887058,1,51.0,1,0.0,0.0,0.0,35,1,2,3,3668.0,0,3668.0,0.655,4753,87,0.812,0.0,1,0,0,1,0
719098308,0,56.0,2,0.0,0.0,0.0,42,5,4,2,2423.0,268,2155.0,0.804,2516,59,0.639,0.111,1,0,0,0,1
747074058,1,47.0,3,0.0,0.0,0.0,40,1,3,0,7114.0,1637,5477.0,0.699,4758,81,0.5,0.23,1,0,0,0,1
719996958,1,,0,0.0,0.0,0.0,23,5,3,4,7997.0,0,7997.0,0.935,2208,56,0.806,0.0,1,0,0,0,1
772590408,1,41.0,5,0.0,2.0,0.0,31,3,3,1,12114.0,1379,10735.0,0.676,3964,90,0.837,0.114,0,1,0,1,0
807915408,1,41.0,2,1.0,1.0,0.0,36,6,2,3,6602.0,0,6602.0,0.743,4479,82,0.822,0.0,1,0,0,1,0
770909433,1,50.0,2,1.0,1.0,0.0,37,6,2,1,3600.0,1904,1696.0,0.72,4946,75,0.531,0.529,1,0,0,1,0
720294258,1,40.0,4,1.0,0.0,0.0,30,4,2,2,2558.0,0,2558.0,0.728,4635,82,0.64,0.0,1,0,0,0,1
710519433,1,48.0,1,0.0,2.0,0.0,36,3,1,0,3131.0,2517,614.0,0.602,1439,40,0.481,0.804,0,1,1,0,0
789467508,1,65.0,0,1.0,1.0,0.0,56,5,3,0,2961.0,1570,1391.0,0.908,1937,57,0.781,0.53,1,0,0,1,0
708666258,1,43.0,4,0.0,1.0,0.0,36,5,3,0,8129.0,1799,6330.0,0.566,1402,33,0.737,0.221,0,1,0,1,0
712004208,1,65.0,0,1.0,0.0,0.0,56,3,3,2,3422.0,0,3422.0,0.929,1973,59,0.686,0.0,0,1,0,0,1
715731033,1,50.0,3,1.0,3.0,0.0,42,3,1,3,33996.0,949,33047.0,0.846,3569,77,0.571,0.028,0,1,0,0,1
720580383,1,50.0,3,1.0,0.0,0.0,37,3,2,4,1438.3,0,1438.3,0.868,3637,80,0.86,0.0,1,0,0,1,0
794573883,1,32.0,1,0.0,1.0,1.0,16,3,3,1,17894.0,2517,15377.0,0.731,15305,111,0.586,0.141,0,1,0,0,1
765055833,1,56.0,4,0.0,2.0,0.0,49,3,4,2,4310.0,2229,2081.0,0.643,1645,33,0.941,0.517,0,1,0,1,0
719816583,0,46.0,3,2.0,3.0,0.0,38,3,2,2,8989.0,552,8437.0,0.699,2309,49,0.633,0.061,0,1,0,1,0
712053033,1,46.0,2,0.0,2.0,0.0,34,1,3,2,3841.0,1411,2430.0,0.785,8444,81,0.688,0.367,0,1,0,0,1
713980383,0,49.0,3,1.0,0.0,0.0,38,1,2,4,11025.0,0,11025.0,0.501,1902,28,0.273,0.0,1,0,0,0,1
721485708,1,58.0,2,0.0,2.0,0.0,46,6,1,3,9149.0,1806,7343.0,0.35,1220,36,0.333,0.197,0,1,0,1,0
721527858,0,52.0,3,0.0,0.0,0.0,40,3,5,1,2003.0,1735,268.0,0.855,2343,42,0.355,0.866,1,0,0,1,0
720379533,0,47.0,3,0.0,3.0,0.0,36,1,3,4,3952.0,0,3952.0,0.809,2066,37,0.233,0.0,0,1,0,0,1
716641983,1,55.0,4,1.0,0.0,0.0,36,5,3,3,7790.0,753,7037.0,0.968,4835,84,0.826,0.097,1,0,0,0,1
720939933,0,46.0,4,0.0,0.0,0.0,33,5,3,5,2879.0,0,2879.0,1.031,4684,56,0.556,0.0,1,0,0,0,1
780143283,0,43.0,3,1.0,1.0,0.0,32,4,3,3,2701.0,2498,203.0,0.637,2678,37,0.609,0.925,1,0,0,1,0
716288958,1,40.0,2,1.0,2.0,0.0,36,3,4,3,7840.0,0,7840.0,0.726,4062,71,0.578,0.0,0,1,0,1,0
713334483,0,46.0,1,2.0,1.0,0.0,32,5,2,3,8766.0,0,8766.0,0.702,2263,35,0.522,0.0,0,1,0,0,1
780662133,1,39.0,2,0.0,1.0,0.0,28,6,3,5,3257.0,2517,740.0,0.539,1534,35,0.591,0.773,0,1,0,1,0
789800358,1,45.0,3,0.0,0.0,0.0,34,6,1,3,2647.0,1288,1359.0,0.765,4730,78,0.857,0.487,1,0,0,1,0
720370533,0,55.0,3,0.0,1.0,0.0,44,3,2,2,2323.0,0,2323.0,0.737,804,15,0.5,0.0,0,1,0,1,0
708171858,1,33.0,3,2.0,1.0,0.0,28,5,2,3,1864.0,1081,783.0,1.416,2607,44,1.75,0.58,1,0,0,1,0
787550808,1,51.0,2,1.0,1.0,0.0,40,5,1,2,12240.0,1566,10674.0,0.539,1422,26,0.529,0.128,0,1,0,1,0
714487458,0,49.0,5,1.0,1.0,0.0,40,6,4,2,2920.0,0,2920.0,0.516,2306,39,0.625,0.0,1,0,1,0,0
715343883,1,42.0,3,0.0,0.0,0.0,32,5,3,3,1931.0,1297,634.0,1.037,4693,66,0.833,0.672,1,0,0,0,1
710760258,1,50.0,3,0.0,0.0,0.0,38,4,3,4,1438.3,0,1438.3,1.084,4740,81,0.653,0.0,1,0,0,1,0
709626858,1,44.0,3,0.0,0.0,0.0,31,3,3,4,4985.0,1379,3606.0,0.896,4222,61,0.605,0.277,1,0,0,1,0
709477233,1,37.0,2,0.0,0.0,0.0,36,3,2,1,2346.0,1621,725.0,0.613,4287,79,0.717,0.691,1,0,0,0,1
709343433,1,39.0,2,1.0,0.0,0.0,26,5,3,3,2469.0,1826,643.0,0.666,3837,74,0.721,0.74,1,0,0,0,1
719084358,0,55.0,1,1.0,0.0,0.0,46,6,4,3,4232.0,0,4232.0,0.878,2312,37,0.609,0.0,1,0,0,1,0
718194858,1,48.0,5,1.0,0.0,0.0,35,5,2,3,1942.0,1488,454.0,0.816,4940,88,0.796,0.766,1,0,0,0,1
717947508,1,47.0,3,0.0,2.0,0.0,34,5,1,3,1626.0,1013,613.0,0.826,5262,83,0.729,0.623,0,1,1,0,0
712146558,1,48.0,5,0.0,0.0,0.0,30,3,2,3,2364.0,1619,745.0,0.585,3230,65,0.711,0.685,1,0,0,1,0
771106458,1,54.0,4,1.0,0.0,0.0,41,1,5,2,2444.0,1313,1131.0,0.689,4609,61,0.794,0.537,1,0,0,1,0
796236258,1,48.0,5,0.0,1.0,0.0,42,5,1,2,2465.0,1128,1337.0,0.613,4030,86,0.483,0.458,1,0,0,0,1
758086458,1,46.0,3,1.0,0.0,0.0,39,3,3,4,1438.3,0,1438.3,0.646,4111,62,0.55,0.0,1,0,0,1,0
713533983,1,56.0,1,1.0,3.0,0.0,48,6,3,4,2585.0,1207,1378.0,0.44,1590,33,0.32,0.467,0,1,0,1,0
717877533,1,39.0,2,1.0,1.0,0.0,36,5,1,1,11314.0,0,11314.0,0.674,3761,70,0.628,0.0,1,0,0,0,1
772273983,0,48.0,4,0.0,1.0,0.0,37,1,3,4,5268.0,2191,3077.0,0.622,2138,40,0.429,0.416,0,1,0,0,1
778441533,0,45.0,4,0.0,0.0,0.0,26,6,2,2,4549.0,1631,2918.0,0.779,2240,34,0.478,0.359,1,0,0,0,1
785311158,1,54.0,2,1.0,0.0,0.0,48,6,1,4,6610.0,928,5682.0,0.894,3328,69,0.683,0.14,1,0,0,0,1
714283458,1,40.0,2,1.0,2.0,0.0,36,5,1,4,14544.0,0,14544.0,0.768,4064,92,0.769,0.0,0,1,0,0,1
811705233,1,45.0,2,0.0,1.0,0.0,40,6,4,3,7037.0,0,7037.0,0.583,4099,71,0.69,0.0,0,1,0,0,1
716396358,1,52.0,2,1.0,1.0,0.0,47,5,3,0,3085.0,1910,1175.0,0.921,1531,35,0.667,0.619,0,1,0,1,0
710888883,1,37.0,3,0.0,0.0,0.0,36,6,4,2,1438.3,636,802.3,0.838,4824,83,0.766,0.442,1,0,0,0,1
709583133,1,53.0,3,0.0,1.0,0.0,40,6,3,3,3326.0,1442,1884.0,0.711,1627,54,1.077,0.434,0,1,0,1,0
708860358,1,38.0,3,0.0,2.0,0.0,22,4,2,3,6361.0,694,5667.0,0.844,1499,31,0.938,0.109,0,1,0,1,0
713345508,1,43.0,2,0.0,0.0,0.0,36,4,3,2,2325.0,1662,663.0,0.8,4471,83,0.804,0.715,1,0,0,0,1
709895508,1,42.0,3,1.0,0.0,0.0,36,2,2,1,6153.0,974,5179.0,0.703,7434,92,0.586,0.158,0,1,0,1,0
717548358,1,38.0,1,1.0,0.0,0.0,25,3,3,1,2580.0,2265,315.0,0.824,1665,57,0.629,0.878,1,0,0,1,0
716882658,1,62.0,2,1.0,0.0,0.0,51,6,2,4,2986.0,1632,1354.0,0.883,2141,55,0.667,0.547,1,0,0,1,0
711276933,1,56.0,3,1.0,0.0,0.0,44,6,4,2,2030.0,1262,768.0,0.862,4851,84,0.867,0.622,1,0,0,1,0
719471433,1,31.0,0,1.0,0.0,0.0,22,3,3,2,2917.0,2127,790.0,1.074,1831,36,1.0,0.729,1,0,0,1,0
711357858,0,47.0,3,1.0,0.0,0.0,36,5,3,4,7246.0,0,7246.0,0.612,777,13,0.625,0.0,1,0,0,0,1
798120858,1,,3,0.0,2.0,0.0,31,4,2,2,3797.0,1425,2372.0,1.505,2555,44,0.833,0.375,0,1,0,1,0
721059033,1,48.0,3,0.0,1.0,0.0,40,4,1,2,1919.0,774,1145.0,0.965,1505,33,0.737,0.403,1,0,1,0,0
709841433,1,45.0,2,1.0,0.0,0.0,33,6,3,3,3855.0,1188,2667.0,0.927,3885,83,0.627,0.308,1,0,1,0,0
709126833,1,42.0,3,1.0,3.0,0.0,36,3,2,1,21670.0,2183,19487.0,0.995,4121,81,0.761,0.101,0,1,1,0,0
714864333,0,43.0,2,1.0,3.0,0.0,37,4,1,2,34516.0,0,34516.0,0.536,1370,38,0.357,0.0,0,1,1,0,0
772674933,1,51.0,1,0.0,2.0,0.0,41,5,3,3,5638.0,808,4830.0,0.781,2036,50,0.613,0.143,0,1,0,1,0
721467258,1,58.0,1,0.0,1.0,0.0,36,3,2,5,2165.0,1135,1030.0,0.707,1541,33,0.833,0.524,0,1,0,1,0
758833758,1,45.0,4,0.0,1.0,0.0,38,4,3,3,1862.0,845,1017.0,0.604,3520,68,0.889,0.454,0,1,0,1,0
749571633,1,44.0,2,1.0,0.0,0.0,37,4,3,3,5589.0,1336,4253.0,0.944,4262,75,1.027,0.239,1,0,0,0,1
718561458,1,54.0,1,0.0,1.0,0.0,36,4,1,4,20050.0,1225,18825.0,0.907,1306,26,0.238,0.061,0,1,0,1,0
714154533,1,45.0,3,0.0,0.0,0.0,36,6,1,2,3111.0,1994,1117.0,0.753,4478,56,0.697,0.641,1,0,0,0,1
720212508,1,51.0,1,1.0,0.0,0.0,37,4,3,4,4402.0,697,3705.0,0.7,3325,76,0.652,0.158,1,0,0,0,1
718337733,1,,2,1.0,0.0,2.0,40,2,1,1,34516.0,1826,32690.0,0.718,14994,121,0.833,0.053,1,0,0,1,0
710135058,1,56.0,1,1.0,2.0,0.0,44,3,1,0,9078.0,1501,7577.0,0.51,1543,34,0.545,0.165,0,1,0,1,0
717949983,1,47.0,1,0.0,1.0,0.0,36,3,2,3,8168.0,2137,6031.0,0.659,3554,82,0.822,0.262,0,1,0,1,0
711136008,1,,4,1.0,2.0,0.0,33,1,1,3,31560.0,1298,30262.0,0.681,7641,93,0.632,0.041,0,1,0,0,1
715249533,1,,3,1.0,0.0,0.0,36,3,2,2,3375.0,0,3375.0,0.629,13992,103,0.807,0.0,1,0,0,0,1
714962658,0,35.0,2,0.0,0.0,0.0,36,5,3,3,1931.0,0,1931.0,0.862,2482,40,0.6,0.0,0,1,0,0,1
780078333,1,56.0,2,0.0,1.0,0.0,41,3,2,2,5887.0,659,5228.0,0.65,1193,26,0.3,0.112,0,1,0,1,0
720270633,0,40.0,3,1.0,0.0,0.0,36,5,3,1,1516.0,0,1516.0,0.737,2709,54,0.385,0.0,1,0,0,0,1
711288558,1,45.0,3,1.0,0.0,0.0,28,5,2,2,2035.0,1174,861.0,0.876,4670,77,0.638,0.577,1,0,0,0,1
718967433,1,,2,0.0,0.0,0.0,36,3,6,3,2426.0,0,2426.0,0.888,4918,81,0.8,0.0,1,0,1,0,0
790174608,1,37.0,1,2.0,2.0,0.0,30,6,3,2,19300.0,1181,18119.0,0.764,2660,70,0.795,0.061,0,1,0,0,1
719740983,1,44.0,1,0.0,0.0,1.0,34,1,1,3,13259.0,866,12393.0,0.81,8998,102,0.672,0.065,1,0,1,0,0
720074583,1,42.0,1,1.0,2.0,0.0,36,2,1,2,4765.0,1516,3249.0,0.709,7380,76,0.689,0.318,0,1,1,0,0
710587458,1,34.0,2,0.0,2.0,0.0,22,4,3,2,11154.0,1612,9542.0,0.633,4339,77,1.026,0.145,0,1,1,0,0
720916683,1,41.0,3,1.0,2.0,0.0,26,4,3,2,11806.0,1811,9995.0,0.754,1465,31,0.476,0.153,0,1,0,0,1
817142433,1,35.0,3,1.0,2.0,0.0,20,5,3,4,8082.0,2307,5775.0,0.637,1725,29,1.071,0.285,0,1,0,1,0
818839983,1,55.0,2,1.0,3.0,0.0,50,3,2,0,10916.0,1536,9380.0,1.317,1592,34,1.0,0.141,0,1,0,1,0
813338733,1,47.0,3,0.0,0.0,0.0,42,3,2,2,5884.0,1382,4502.0,0.91,4477,82,0.745,0.235,1,0,0,0,1
719913783,1,40.0,3,1.0,1.0,0.0,27,2,2,3,7680.0,1589,6091.0,0.688,13617,105,0.721,0.207,0,1,0,0,1
813053733,0,53.0,4,0.0,3.0,0.0,48,3,3,4,34516.0,278,34238.0,0.817,3029,49,0.4,0.008,0,1,0,0,1
708968733,1,47.0,3,0.0,2.0,0.0,38,1,3,2,31987.0,0,31987.0,0.814,7926,83,0.537,0.0,0,1,0,1,0
718982058,1,37.0,3,1.0,1.0,0.0,36,5,2,0,5987.0,1405,4582.0,0.952,4011,72,0.674,0.235,0,1,1,0,0
716732958,1,44.0,2,0.0,1.0,0.0,32,2,2,3,7244.0,2031,5213.0,0.724,7925,90,0.5,0.28,1,0,0,1,0
799711833,1,50.0,3,1.0,0.0,0.0,44,2,1,3,24735.0,2296,22439.0,0.808,7910,95,0.557,0.093,1,0,0,1,0
712685733,1,57.0,3,0.0,0.0,1.0,36,6,3,2,34516.0,1698,32818.0,0.823,3498,68,0.619,0.049,1,0,0,0,1
711852783,1,46.0,2,0.0,1.0,0.0,36,3,2,2,5746.0,1572,4174.0,0.937,3446,56,1.0,0.274,0,1,0,1,0
771872733,1,38.0,0,0.0,1.0,0.0,26,5,2,1,3809.0,1521,2288.0,0.692,4666,69,0.865,0.399,0,1,0,1,0
713956308,1,65.0,0,1.0,0.0,0.0,49,4,2,2,3297.0,2297,1000.0,0.744,1894,56,0.556,0.697,1,0,0,1,0
721225083,1,54.0,2,0.0,0.0,0.0,36,1,2,1,8758.0,1511,7247.0,0.674,7680,89,0.508,0.173,1,0,1,0,0
818375733,0,51.0,2,1.0,1.0,0.0,46,3,1,3,4882.0,695,4187.0,0.508,1544,44,0.517,0.142,1,0,0,1,0
716364408,1,59.0,0,0.0,0.0,0.0,36,4,1,2,1438.3,0,1438.3,0.622,4155,62,0.632,0.0,1,0,0,1,0
717965808,1,65.0,0,0.0,1.0,0.0,54,5,1,4,9383.0,829,8554.0,0.515,5783,73,0.622,0.088,0,1,0,0,1
712611108,0,59.0,1,0.0,0.0,0.0,53,5,6,2,7501.0,2517,4984.0,0.663,2280,49,0.531,0.336,1,0,0,0,1
811989858,1,49.0,4,0.0,1.0,1.0,44,6,3,2,32244.0,0,32244.0,0.647,3501,65,0.757,0.0,0,1,1,0,0
780653208,1,47.0,3,1.0,0.0,0.0,36,5,4,2,3300.0,2517,783.0,0.94,3784,55,1.115,0.763,1,0,0,1,0
755959683,1,50.0,5,0.0,0.0,0.0,43,5,1,2,3410.0,2281,1129.0,0.518,1296,31,0.348,0.669,1,0,1,0,0
745853283,1,38.0,1,1.0,0.0,0.0,31,3,1,3,7234.0,0,7234.0,0.899,5198,75,1.083,0.0,1,0,0,1,0
712200033,1,44.0,4,0.0,0.0,0.0,36,1,3,3,3024.0,0,3024.0,0.75,4983,78,0.733,0.0,1,0,0,0,1
711371208,1,50.0,4,1.0,0.0,0.0,36,4,2,2,6465.0,1863,4602.0,0.399,4490,68,0.789,0.288,1,0,0,1,0
709418508,1,45.0,2,1.0,1.0,0.0,35,1,2,3,7653.0,1693,5960.0,0.683,7508,93,0.576,0.221,0,1,0,1,0
716139933,1,54.0,0,0.0,2.0,0.0,36,3,1,2,16286.0,1710,14576.0,1.223,2552,49,1.227,0.105,0,1,0,1,0
778428108,1,36.0,1,1.0,0.0,0.0,16,6,5,3,6091.0,1184,4907.0,0.766,17437,113,0.766,0.194,1,0,0,0,1
710043408,1,49.0,3,1.0,2.0,0.0,37,4,1,4,15610.0,2048,13562.0,0.657,1916,58,0.526,0.131,0,1,0,1,0
803028858,0,38.0,2,1.0,0.0,0.0,32,2,3,3,3775.0,0,3775.0,0.581,2031,36,0.385,0.0,1,0,0,0,1
714667608,1,47.0,5,2.0,1.0,0.0,36,4,3,2,6043.0,0,6043.0,0.627,4256,78,0.529,0.0,0,1,0,1,0
714985458,1,56.0,1,1.0,1.0,0.0,36,3,2,3,15124.0,1974,13150.0,0.826,1850,44,0.571,0.131,0,1,0,1,0
709950858,1,45.0,5,1.0,2.0,0.0,35,4,2,1,33755.0,2301,31454.0,0.751,3458,71,0.651,0.068,0,1,0,0,1
815299833,1,38.0,2,1.0,0.0,0.0,33,5,2,3,2228.0,1717,511.0,1.625,2334,61,0.848,0.771,1,0,0,1,0
779449308,1,46.0,4,0.0,0.0,0.0,28,6,3,4,3206.0,0,3206.0,1.065,3253,72,0.532,0.0,1,0,0,0,1
719930658,1,40.0,4,0.0,3.0,0.0,24,4,2,2,16634.0,1946,14688.0,0.926,3455,72,1.0,0.117,0,1,0,1,0
721218408,1,53.0,4,0.0,3.0,0.0,41,6,3,4,3401.0,1713,1688.0,0.773,1924,54,0.317,0.504,0,1,0,1,0
789233808,1,38.0,3,1.0,0.0,0.0,27,6,2,2,2425.0,1396,1029.0,0.899,4568,74,0.897,0.576,1,0,0,1,0
772449858,1,51.0,3,1.0,1.0,0.0,41,5,3,4,7570.0,1388,6182.0,0.909,3849,70,0.591,0.183,0,1,1,0,0
713922183,1,52.0,2,0.0,3.0,0.0,36,3,2,1,2507.0,1259,1248.0,0.85,4461,73,0.921,0.502,0,1,0,0,1
785487783,1,59.0,1,1.0,1.0,0.0,53,2,2,0,1980.0,1409,571.0,0.743,5350,96,0.714,0.712,1,0,0,0,1
710736558,1,39.0,2,0.0,0.0,0.0,36,4,3,4,8096.0,1474,6622.0,0.789,1794,41,0.783,0.182,1,0,0,1,0
720190083,0,56.0,3,0.0,0.0,0.0,39,1,3,4,1632.0,0,1632.0,0.621,2509,47,0.424,0.0,1,0,0,0,1
813810333,0,50.0,3,2.0,1.0,0.0,45,6,4,3,2049.0,0,2049.0,0.974,2703,54,1.0,0.0,0,1,0,1,0
713642133,1,45.0,4,0.0,1.0,0.0,30,6,3,3,1892.0,1049,843.0,1.122,4558,60,1.609,0.554,0,1,0,1,0
712847208,1,47.0,3,1.0,1.0,0.0,36,5,2,3,5369.0,1854,3515.0,0.959,1898,50,0.786,0.345,1,0,1,0,0
788866983,1,63.0,0,0.0,0.0,0.0,48,5,2,1,1438.3,0,1438.3,0.923,3383,61,1.103,0.0,1,0,0,0,1
780008358,0,59.0,0,0.0,1.0,0.0,48,2,6,2,13172.0,0,13172.0,0.876,2598,47,0.621,0.0,0,1,0,0,1
710790258,1,47.0,2,1.0,2.0,0.0,38,6,3,2,28904.0,1899,27005.0,0.85,1334,35,0.4,0.066,0,1,0,1,0
715502808,1,42.0,3,0.0,2.0,0.0,36,4,3,2,25944.0,1987,23957.0,0.566,4442,76,0.767,0.077,0,1,0,1,0
718153233,1,46.0,3,0.0,2.0,0.0,36,3,2,2,23512.0,1562,21950.0,0.632,3764,60,0.538,0.066,0,1,0,1,0
784725333,1,41.0,3,0.0,1.0,0.0,33,4,2,1,4470.0,680,3790.0,1.608,931,18,1.571,0.152,0,1,0,1,0
714525633,1,55.0,2,0.0,0.0,0.0,36,3,3,2,1886.0,1023,863.0,0.708,4233,81,0.884,0.542,1,0,0,0,1
718046433,1,53.0,2,1.0,0.0,0.0,35,1,2,3,2199.0,693,1506.0,0.654,7342,86,0.483,0.315,1,0,0,0,1
717322833,1,55.0,2,0.0,2.0,0.0,36,5,2,2,10604.0,1988,8616.0,0.644,1578,30,0.579,0.187,0,1,0,0,1
708382083,1,49.0,5,0.0,2.0,0.0,36,6,2,2,2292.0,0,2292.0,0.976,2584,60,0.5,0.0,0,1,0,1,0
711020358,1,52.0,3,0.0,1.0,0.0,36,5,2,2,2498.0,1650,848.0,0.673,4434,79,0.837,0.661,1,0,1,0,0
715952883,1,73.0,0,0.0,1.0,0.0,36,5,3,2,4469.0,1125,3344.0,1.363,1765,34,1.615,0.252,0,1,0,1,0
709045683,1,42.0,3,0.0,0.0,0.0,30,3,2,1,3549.0,0,3549.0,0.584,3921,63,0.8,0.0,1,0,0,1,0
758340108,1,39.0,2,1.0,0.0,1.0,29,3,3,2,10024.0,913,9111.0,0.568,3906,78,0.592,0.091,1,0,0,0,1
807161508,1,26.0,1,0.0,0.0,0.0,20,6,3,2,2590.0,1748,842.0,0.626,2804,52,0.486,0.675,0,1,0,0,1
779458383,1,50.0,3,0.0,0.0,0.0,32,6,2,3,2590.0,2087,503.0,0.7,4248,73,0.78,0.806,1,0,0,1,0
744307008,1,51.0,1,0.0,1.0,0.0,44,4,2,3,4988.0,0,4988.0,0.619,3890,74,0.644,0.0,0,1,0,1,0
713532858,1,42.0,2,2.0,2.0,0.0,36,6,1,2,4728.0,1386,3342.0,0.756,4077,70,0.628,0.293,0,1,1,0,0
757667133,0,54.0,2,1.0,2.0,0.0,47,2,2,2,13769.0,0,13769.0,1.058,4738,53,0.395,0.0,0,1,0,0,1
710436108,1,41.0,4,0.0,1.0,0.0,29,5,4,2,3600.0,746,2854.0,0.824,4184,61,0.694,0.207,0,1,0,0,1
710147958,1,47.0,3,0.0,1.0,1.0,36,3,2,2,16138.0,1249,14889.0,1.01,1198,33,0.833,0.077,0,1,0,1,0
778718658,1,33.0,2,0.0,0.0,0.0,15,3,3,4,9725.0,0,9725.0,0.75,4062,65,0.711,0.0,1,0,1,0,0
716442333,1,34.0,3,1.0,1.0,0.0,25,6,2,2,2275.0,1468,807.0,0.757,4977,88,0.692,0.645,1,0,0,1,0
718468158,1,38.0,1,0.0,1.0,0.0,25,6,2,3,9303.0,1599,7704.0,1.408,2261,37,0.542,0.172,0,1,0,1,0
770882508,1,38.0,2,1.0,2.0,0.0,24,4,1,5,17162.0,773,16389.0,1.238,2457,54,1.0,0.045,0,1,0,1,0
709250508,1,63.0,1,0.0,0.0,0.0,56,3,1,2,6973.0,2517,4456.0,0.781,4877,88,0.692,0.361,0,1,0,0,1
719785683,1,41.0,4,2.0,2.0,0.0,36,1,2,2,21751.0,1573,20178.0,0.878,8332,102,0.569,0.072,0,1,0,1,0
719131533,1,29.0,0,2.0,0.0,0.0,17,3,2,4,2585.0,2008,577.0,1.266,3519,73,0.622,0.777,1,0,1,0,0
721530633,1,,2,1.0,1.0,0.0,36,1,1,1,3785.0,1329,2456.0,0.864,15209,104,0.891,0.351,1,0,0,0,1
712727283,1,55.0,1,1.0,1.0,0.0,36,4,2,3,4666.0,1275,3391.0,0.397,1281,28,0.75,0.273,0,1,0,1,0
779380908,0,51.0,1,0.0,2.0,0.0,39,4,3,4,24462.0,946,23516.0,0.475,1709,37,0.542,0.039,0,1,0,1,0
718342158,0,38.0,4,1.0,0.0,0.0,26,2,2,2,4391.0,1933,2458.0,0.579,1849,36,0.385,0.44,1,0,0,0,1
